323,Zach Choi ASMR,21900000,5918314128,People & Blogs,Zach Choi ASMR,946,United States,US,People,1069,94,12,234222000,58600,936900,702700,11200000,400000,2014,Jul,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
326,Stokes Twins,21800000,4469711607,People & Blogs,Stokes Twins,257,United States,US,People,1610,95,13,197953000,49500,791800,593900,9500000,600000,2008,Apr,11,88.2,328239523,14.7,270663028,37.09024,-95.712891
337,Tekashi 6ix9ine,21500000,5890180734,People & Blogs,Tekashi 6ix9ine,51,United States,US,Music,1081,96,88,113542000,28400,454200,340600,5400000,200000,2018,Apr,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
343,The Royalty Family,21300000,6269945014,People & Blogs,The Royalty Family,733,United States,US,People,982,98,15,160227000,40100,640900,480700,7700000,200000,2017,Apr,13,88.2,328239523,14.7,270663028,37.09024,-95.712891
360,LIV Crime,20900000,11058049885,People & Blogs,LIV Crime,9850,United States,US,People,372,100,17,383700000,95900,1500000,1200000,18400000,600000,2020,Aug,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
377,Jake Paul,20400000,7311322368,People & Blogs,Jake Paul,1006,United States,US,People,778,105,19,14646000,3700,58600,43900,703000,100000,2013,Sep,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
400,BuzzFeedVideo,20100000,17913237851,People & Blogs,BuzzFeedVideo,7737,United States,US,People,150,108,20,9112000,2300,36400,27300,437400,nan,2011,Aug,10,88.2,328239523,14.7,270663028,37.09024,-95.712891
408,Crafty Panda,19800000,5759442450,People & Blogs,Crafty Panda,760,United States,US,Entertainment,1120,111,105,6137000,1500,24500,18400,294600,100000,2017,Dec,3,88.2,328239523,14.7,270663028,37.09024,-95.712891
428,shane,19200000,4329121104,People & Blogs,shane,570,United States,US,Comedy,1705,114,22,2730000,683,10900,8200,131100,nan,2005,Sep,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
485,David Dobrik,17900000,7176572299,People & Blogs,David Dobrik,536,United States,US,People,801,125,28,8650000,2200,34600,26000,415200,100000,2014,Dec,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
486,KatieAngel,17900000,3841205465,People & Blogs,KatieAngel,982,United States,US,Music,2014,125,106,51687000,12900,206700,155100,2500000,100000,2015,May,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
542,Danny Fitt,16900000,9544277833,People & Blogs,Danny Fitt,2337,United States,US,Entertainment,488,134,129,275264000,68800,1100000,825800,13200000,700000,2016,Dec,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
589,XO TEAM,16200000,14784781923,People & Blogs,XO TEAM Family,189,United States,US,People,153622,1776,1495,37911,9,152,114,1800,1000,2020,Sep,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
628,5-Minute Crafts FAMILY,15600000,6165757696,People & Blogs,5-Minute Crafts FAMILY,4245,United States,US,Howto,1005,145,21,27382000,6800,109500,82100,1300000,nan,2018,Dec,13,88.2,328239523,14.7,270663028,37.09024,-95.712891
642,Roman Atwood Vlogs,15400000,5469103954,People & Blogs,Roman Atwood Vlogs,1756,United States,US,People,1201,147,42,1583000,396,6300,4700,76000,nan,2013,Aug,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
661,It's Mamix,15100000,1777072487,People & Blogs,It's Mamix,210,United States,US,People,5778,150,44,15984000,4000,63900,48000,767200,nan,2017,Feb,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
666,PowerfulJRE,15100000,3060202847,People & Blogs,PowerfulJRE,1037,United States,US,People,2796,149,43,43409000,10900,173600,130200,2100000,200000,2013,Jan,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
709,Meghan Trainor,14800000,8649303688,People & Blogs,Meghan Trainor,233,United States,US,Music,580,153,130,51645000,12900,206600,154900,2500000,nan,2008,Jun,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
714,5-Minute Crafts Recycle,14800000,8866012877,People & Blogs,5-Minute Crafts Recycle,3867,United States,US,Howto,554,153,25,53181000,13300,212700,159500,2600000,nan,2019,Jun,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
763,Harry Styles,14400000,5689224452,People & Blogs,harrystyles,0,United States,US,Games,4037956,7574,7340,nan,0,0,0,0,nan,nan,nan,nan,88.2,328239523,14.7,270663028,37.09024,-95.712891
769,Super Polina,14300000,4776507159,People & Blogs,Super Polina,576,United States,US,Entertainment,1452,158,153,413774,103,1700,1200,19900,100000,2014,Jul,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
799,ViralHog,14000000,18917687143,People & Blogs,ViralHog,41117,United States,US,Animals,136,159,3,1364000000,340900,5500000,4100000,65500000,1100000,2014,Aug,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
859,Peet Montzingo,13400000,10022557589,People & Blogs,Peet Montzingo,319,United States,US,People,433,165,52,397715000,99400,1600000,1200000,19100000,500000,2014,Jun,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
860,The Q,13400000,4306212515,People & Blogs,Tom Duggan,96,United States,US,Sports,3846885,7615,4466,3,0,0.01,0.01,0.14,1,2006,Jan,17,88.2,328239523,14.7,270663028,37.09024,-95.712891
868,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,9088562002,People & Blogs,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2742,United States,US,Education,524,166,41,161889000,40500,647600,485700,7800000,100000,2011,Nov,26,88.2,328239523,14.7,270663028,37.09024,-95.712891
884,ýýýýýýTwinsFromRussia,13200000,9378175604,People & Blogs,ýýýýýýTwinsFromRussia,6888,United States,US,People,503,168,55,119389000,29800,477600,358200,5700000,300000,2011,May,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
895,ýýýýýýýýýýýýýýý Ms Yeah,13100000,4399833602,People & Blogs,ýýýýýýýýýýýýýýý Ms Yeah,435,United States,US,Howto,1650,169,34,60661000,15200,242600,182000,2900000,100000,2017,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
945,CaseyNeistat,12600000,3152402405,People & Blogs,CaseyNeistat,1101,United States,US,People,2681,174,61,5952000,1500,23800,17900,285700,100000,2010,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
